,image,cat,cow,dog,horse,sheep,bounds_x,bounds_y,bounds_width,bounds_height,L_eye_v,L_eye_x,L_eye_y,R_eye_v,R_eye_x,R_eye_y,L_ear_v,L_ear_x,L_ear_y,R_ear_v,R_ear_x,R_ear_y,Nose_v,Nose_x,Nose_y,Throat_v,Throat_x,Throat_y,Tail_v,Tail_x,Tail_y,withers_v,withers_x,withers_y,L_F_elbow_v,L_F_elbow_x,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x,R_B_elbow_y,L_F_knee_v,L_F_knee_x,L_F_knee_y,R_F_knee_v,R_F_knee_x,R_F_knee_y,L_B_knee_v,L_B_knee_x,L_B_knee_y,R_B_knee_v,R_B_knee_x,R_B_knee_y,L_F_paw_v,L_F_paw_x,L_F_paw_y,R_F_paw_v,R_F_paw_x,R_F_paw_y,L_B_paw_v,L_B_paw_x,L_B_paw_y,R_B_paw_v,R_B_paw_x,R_B_paw_y,nothing,stand,sit,lie,go,run
1728,432.jpeg,0,0,1,0,0,0.08313925394227617,0.04390703189571149,0.8753844104085682,0.8796586993783848,1,0.20156400517102757,0.19062487767821887,0,0.0,0.0,1,0.3260079698602166,0.15558689433204068,0,0.0,0.0,1,0.1045465433486304,0.2698244513036657,1,0.2861794538012658,0.4306433756134252,1,0.8146867117303158,0.7492644381154042,1,0.46452050780628135,0.41265145747127435,1,0.3750640953509805,0.6181155494133014,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3835321521149217,0.7768838261515097,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.34550462388964454,0.8673651837000865,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1729,443.jpeg,0,0,1,0,0,0.038948244779578624,0.23009889872869324,0.862176478124096,0.5523025035750988,1,0.22906074073677124,0.30233774479958075,0,0.0,0.0,1,0.35521004753816676,0.3473342339393681,0,0.0,0.0,1,0.09808775505954061,0.3147859733771645,0,0.0,0.0,0,0.0,0.0,1,0.5061250564114088,0.356812858327154,1,0.45136137398621873,0.5029157055039571,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.39162663785736057,0.5673152451361579,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.2833202084333057,0.6640662852702424,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1730,455.jpeg,0,0,1,0,0,0.2555918854300709,0.08658309752252752,0.5314403980702859,0.7467493264785143,1,0.41353273772220367,0.21363629793002947,1,0.31499349291463946,0.21353853432677772,1,0.522860247378257,0.16177552827377228,1,0.3268807087985729,0.14266601523232114,1,0.33870764438264517,0.33023427264815103,1,0.5399761449683134,0.419221100172165,0,0.0,0.0,0,0.0,0.0,1,0.6137161605582631,0.4577340931616312,1,0.43480265505851784,0.5149043276418885,0,0.0,0.0,1,0.32073860071773075,0.4531483924992604,1,0.6642273770318788,0.5875376886686114,1,0.4846379180655576,0.6552777056815808,0,0.0,0.0,1,0.3217547053191873,0.5708246595586203,1,0.6978046056328373,0.6795330486197375,1,0.47835367735152,0.7537943162751962,0,0.0,0.0,1,0.35626424210207003,0.6590531820579321,0,0,1,0,0,0
1731,458.jpeg,0,0,1,0,0,0.13668627430902666,0.06476056027503316,0.6320035131266426,0.9257600937226412,1,0.6382964791103346,0.27123365254928955,1,0.49272731992141255,0.26999199479329083,1,0.6781959130599389,0.16474784813192908,1,0.4504686547471398,0.20378551521745203,1,0.5790743326651989,0.36955076005434195,1,0.5758106078603351,0.5301344838511453,0,0.0,0.0,0,0.0,0.0,1,0.6452401071189473,0.7060485879000712,1,0.407098924006354,0.6806346749100568,0,0.0,0.0,0,0.0,0.0,1,0.6352740033193898,0.9129863454366802,1,0.3864329505234447,0.8776056324236792,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1732,463.jpeg,0,0,1,0,0,0.1171894815458162,0.1047551408089347,0.8006453957226686,0.8211078264073451,1,0.5097097648360895,0.3899698341703735,1,0.37356188340887314,0.40970385412066634,1,0.568126021285997,0.21983753832216252,1,0.2259265259929918,0.23338411198480208,1,0.46487684025427267,0.4964064786598134,1,0.3909807467364674,0.5970714202409286,0,0.0,0.0,0,0.0,0.0,1,0.47728258478775115,0.6814733226789125,1,0.21170637126252087,0.6539236225783258,0,0.0,0.0,0,0.0,0.0,1,0.47977864820356775,0.8070337595780074,1,0.21725976549043147,0.7554764925551858,0,0.0,0.0,0,0.0,0.0,1,0.4616350457405421,0.8906486904052067,1,0.21783131313690324,0.8451975349622697,1,0.6352945465193558,0.8246395591958818,0,0.0,0.0,0,0,1,0,0,0
1733,465.jpeg,0,0,1,0,0,0.30857552784005904,0.0838816172456128,0.45359413591920256,0.9136092167138292,1,0.5808398201080702,0.20831547011932486,0,0.0,0.0,1,0.6696133152001825,0.19238518848314556,0,0.0,0.0,1,0.4823179281528617,0.1723814091711667,1,0.5264309793021625,0.5000897075884795,0,0.0,0.0,0,0.0,0.0,1,0.7051157817155117,0.7093021764624504,1,0.4135602839472606,0.6253301249088778,0,0.0,0.0,0,0.0,0.0,1,0.6689516884362877,0.8519423073565029,1,0.42889120763322136,0.825763217792708,0,0.0,0.0,0,0.0,0.0,1,0.6715050441866993,0.9264818554387642,1,0.3972562504666874,0.9252841800985301,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1734,473.jpeg,0,0,1,0,0,0.07490849504073405,0.07448970397605806,0.7972830458839997,0.8925245558833015,1,0.6882018152478042,0.21715954652734873,1,0.5671893120501393,0.21835143963884854,1,0.725915793735358,0.16912792494437653,1,0.5260088810495464,0.17973802857056473,1,0.6016330862154216,0.26910966948876874,1,0.6563598475131015,0.4282177614622826,0,0.0,0.0,0,0.0,0.0,1,0.6909759941617571,0.5766271402410448,1,0.5540388222667967,0.6224999401922594,1,0.510696312060682,0.7741909749266795,1,0.2969917149241188,0.7339978368384992,0,0.0,0.0,1,0.6841331277040339,0.8624873897271663,0,0.0,0.0,1,0.12256043641137164,0.8608563862127647,1,0.6232990716525301,0.8869266621502117,1,0.7982134618449045,0.9475310195017151,1,0.5292054593536543,0.8423218244920695,1,0.2790852701159605,0.8976931303589977,0,0,1,0,0,0
1735,477.jpeg,0,0,1,0,0,0.3048261317969618,0.09268761652211811,0.4759597401699885,0.6374000046527104,0,0.0,0.0,1,0.6593331988076702,0.37682471930573014,1,0.7339812469217818,0.14718462601886048,1,0.589861648386187,0.22954986410845005,1,0.7204161615622774,0.43487982355211147,1,0.630631992240976,0.46971687508856047,0,0.0,0.0,0,0.0,0.0,1,0.6677342354282496,0.5068345179601281,1,0.4595491031052426,0.47590769926795423,0,0.0,0.0,0,0.0,0.0,1,0.6416404274976829,0.6055982665522575,1,0.511939181458454,0.6148014332150433,0,0.0,0.0,0,0.0,0.0,1,0.694707677797423,0.6773469461096248,1,0.5146016839122226,0.6900580152907343,0,0.0,0.0,1,0.3852208036638768,0.5696946286339856,0,0,1,0,0,0
1736,483.jpeg,0,0,1,0,0,0.10826246026728714,0.17470262876953954,0.8805213616249741,0.6475452380796433,1,0.3219209331360885,0.2381564312767075,0,0.0,0.0,1,0.3680948461219537,0.296914484826186,0,0.0,0.0,1,0.24587384943705268,0.19914136110524577,1,0.23232471619698405,0.41151649955106673,1,0.7073326643627895,0.702727507211388,1,0.43990260772059286,0.4635154419049715,1,0.33165549278188156,0.6347681324855974,0,0.0,0.0,1,0.5877435819776647,0.7238092892871839,0,0.0,0.0,1,0.19750156072994068,0.7136193721396387,1,0.25269186431922136,0.7379545186343177,1,0.6065765250643049,0.8045693321040642,0,0.0,0.0,1,0.14815579280444552,0.7931443589199189,1,0.19305319024083056,0.7918036408928554,1,0.5129833909591628,0.8129112937985853,0,0.0,0.0,0,0,1,0,0,0
1737,491.jpeg,0,0,1,0,0,0.31474510871091077,0.0,0.3794912557180292,0.9596604321640505,1,0.5589005545341733,0.18776174099799808,1,0.4513128589150095,0.1844433207207199,1,0.5801736553731429,0.08451344827463446,1,0.4270775431766369,0.08617522892796876,1,0.5000003928723223,0.316748354848592,1,0.49554361140244474,0.4450981484721332,0,0.0,0.0,0,0.0,0.0,1,0.5941979448843309,0.6332033235547561,1,0.4014551573752149,0.6445194262402364,1,0.6539211943642127,0.6146604322320939,0,0.0,0.0,1,0.5668628730678339,0.825304644013738,1,0.44744322172757767,0.8358381577561111,1,0.6649283528872307,0.723805360349466,0,0.0,0.0,1,0.5662247228397652,0.9417509514437273,1,0.47917505414815026,0.9260500838279158,1,0.6534154685777542,0.8598345988850808,1,0.36470816859957184,0.8067672771631182,0,0,1,0,0,0
1738,503.jpeg,0,0,1,0,0,0.18067459413014972,0.017445021369728583,0.809354293162554,0.9769059783518399,1,0.6086077609806766,0.371221370404515,1,0.3366011147925378,0.24079267197586243,1,0.7951009082886152,0.29785109789897574,1,0.3649338183548817,0.1034798728026985,1,0.3426836956064037,0.453281963569029,1,0.4668299061129476,0.9209047623914707,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1739,505.jpeg,0,0,1,0,0,0.03163714042987035,0.06484879178049967,0.8451785137913852,0.9131297922504142,1,0.7331827357271262,0.19730956964987126,1,0.5490465938210206,0.20371852509535174,1,0.7553774513375501,0.13696257282970462,1,0.5000423036535986,0.14397524568164133,1,0.6434045837651478,0.2997983758318946,1,0.6171851477060639,0.4638922628235428,0,0.0,0.0,1,0.42468675987760546,0.35794227492610275,1,0.6206763711965315,0.7032439955164863,1,0.34875670973101913,0.6773257754452441,0,0.0,0.0,0,0.0,0.0,1,0.5228480755281009,0.8468901216300305,1,0.30621031678689636,0.8256061838687639,0,0.0,0.0,0,0.0,0.0,1,0.5495987440929356,0.9243742707475473,1,0.2849049790007411,0.9349095771388709,0,0.0,0.0,1,0.43957607254779046,0.9425402931668002,0,0,1,0,0,0
1740,507.jpeg,0,0,1,0,0,0.013586011496535521,0.014535996965325655,0.8868298595124763,0.9801851779189168,1,0.7264576128166886,0.11082055463183627,1,0.5807204657699054,0.09899150682429636,1,0.810734079149748,0.0912753462584244,1,0.5202262156915434,0.0755055684752855,1,0.6508792361568745,0.1506175690009466,1,0.6482159168664161,0.3397792146004457,1,0.24303050334136123,0.6001551820460653,0,0.0,0.0,1,0.7077810253259766,0.7114107305561772,1,0.45773902942158123,0.7244467085126053,0,0.0,0.0,1,0.3187304517916886,0.7438668139020893,1,0.6870671011263451,0.8605262088519222,1,0.40861300817618723,0.9115517426362523,0,0.0,0.0,1,0.1895370219094428,0.7954631368490233,1,0.7909823970284862,0.9701663394820798,0,0.0,0.0,0,0.0,0.0,1,0.2705313627725874,0.8875757463247796,0,0,1,0,0,0
1741,508.jpeg,0,0,1,0,0,0.08430085369330516,0.09914341308726554,0.5920199994175871,0.7963791494889653,1,0.6468391455128247,0.36417688353866456,1,0.5057969651868452,0.39651434121035856,1,0.6247619808934499,0.23995852811769644,1,0.4213421436679786,0.29820368210695275,1,0.6067141412999449,0.4590051186102874,1,0.5191178076041092,0.5947591061648373,0,0.0,0.0,0,0.0,0.0,1,0.5682206362199986,0.6872913063787853,1,0.3821439271686389,0.6817455039660527,0,0.0,0.0,0,0.0,0.0,1,0.5403430181567129,0.8003451950423448,1,0.4117305059253975,0.8091858535059794,0,0.0,0.0,0,0.0,0.0,1,0.5830456923128332,0.8592953580528129,1,0.45001725862638436,0.8641488073226578,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1742,510.jpeg,0,0,1,0,0,0.11438730649564954,0.060836153041535564,0.7060163429541603,0.9261688626782978,1,0.6253871346146407,0.1832060109310671,1,0.47725685456670397,0.2097972216271031,1,0.6266465267620392,0.11486877335715888,1,0.41703250913615525,0.174826608764035,1,0.5632876374003408,0.2882462300391236,1,0.6030147902509595,0.4230537757360054,0,0.0,0.0,0,0.0,0.0,1,0.7269166247029301,0.7232602271625976,1,0.45639026320404974,0.6711689905958579,0,0.0,0.0,1,0.2676198345242199,0.8508691992631339,1,0.696400681197252,0.8458758723469598,1,0.5069254667043451,0.8286660240008652,0,0.0,0.0,1,0.21127603838373238,0.9397493424608765,1,0.6917836179532441,0.9438261028386229,1,0.5424660983300785,0.9546151518773326,1,0.6111117479137815,0.9390924954158375,1,0.298377459518158,0.9573674111149258,0,0,1,0,0,0
1743,520.jpeg,0,0,1,0,0,0.06922882807276379,0.037120741365661895,0.8865877410837982,0.9537898468926598,1,0.5640936819434278,0.21112868379339456,1,0.39799626298445057,0.21448385410524595,1,0.6442074125366052,0.23060576376232278,1,0.2631290182267758,0.2092769394089321,1,0.49408532743175243,0.2838250021807896,1,0.5078702127687191,0.60640230294097,0,0.0,0.0,0,0.0,0.0,1,0.6847075875188352,0.7533583767291729,1,0.2569572975881697,0.8246190962800855,0,0.0,0.0,0,0.0,0.0,1,0.7418086002005396,0.8633887116791922,1,0.3864469589607959,0.8422671759768902,0,0.0,0.0,0,0.0,0.0,1,0.8814831268190321,0.9485175132473265,1,0.44651953001015166,0.9410611810209409,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1744,524.jpeg,0,0,1,0,0,0.11870800397452597,0.0672756107772562,0.8309812276132996,0.9070423103524649,1,0.6672763318517779,0.4302920718043864,1,0.473330940468819,0.44515106153854195,1,0.6618597894282757,0.22145861703844616,1,0.32066898984679726,0.25846985158226715,1,0.595895628024982,0.5009722283195608,1,0.4041257382777565,0.6146642441802231,0,0.0,0.0,0,0.0,0.0,1,0.6564030953665733,0.7432443740294811,1,0.17480998944183493,0.680042504246014,0,0.0,0.0,0,0.0,0.0,1,0.6350848027667433,0.8098522143464955,1,0.20636005432147128,0.7729750896735103,0,0.0,0.0,0,0.0,0.0,1,0.6302469930097561,0.9102550450799411,1,0.24765515253987067,0.8756639688901513,1,0.8438182873915807,0.8423375066887866,0,0.0,0.0,0,0,1,0,0,0
1745,526.jpeg,0,0,1,0,0,0.12822562244273264,0.09468864047568279,0.6510748744191727,0.8467217912384919,1,0.6528781215098425,0.24047119039646983,1,0.4983038726079424,0.23655203265224203,1,0.6884560755450866,0.15085231377823752,1,0.4327490581818524,0.16875994475807304,1,0.5704543668131683,0.3076540680035068,1,0.5708801202371622,0.4305064415587695,0,0.0,0.0,0,0.0,0.0,1,0.6053911540967937,0.6952437177127316,1,0.44178279371027734,0.6566605191231637,0,0.0,0.0,0,0.0,0.0,1,0.5494868509673274,0.8166018616001248,1,0.46884465543214193,0.820960720932142,0,0.0,0.0,0,0.0,0.0,1,0.5971144678817318,0.8866034653582417,1,0.509842258138928,0.9018416522806981,1,0.4007586518240935,0.8645143966866242,1,0.20199248850449866,0.8772517703670294,0,0,1,0,0,0
1746,527.jpeg,0,0,1,0,0,0.08380760433175127,0.02919319701502321,0.5075030631934935,0.870339783108847,1,0.3491843076431153,0.20729780168208936,1,0.23040391739623678,0.16903705635704996,1,0.41958731621543877,0.20464126947505187,1,0.17168591365658006,0.14153054457371728,1,0.2392137492396534,0.3082761404020853,1,0.28679541402425657,0.44705490239279505,0,0.0,0.0,0,0.0,0.0,1,0.4394334802852777,0.5762542684107597,1,0.17374118770723973,0.5599959371870644,0,0.0,0.0,0,0.0,0.0,1,0.4918757782968832,0.7101118491867777,1,0.1942666736320007,0.7437078337004905,0,0.0,0.0,0,0.0,0.0,1,0.5446066167128591,0.8065103625757317,1,0.1823769961494221,0.8460195267407237,1,0.40680422115979015,0.7175772871390219,0,0.0,0.0,0,0,1,0,0,0
1747,530.jpeg,0,0,1,0,0,0.14920430688324912,0.11135695539893986,0.5739431348560116,0.8585290220493269,1,0.6240287064979699,0.2876421792419732,1,0.5066645777671113,0.263775011549083,1,0.61859290339614,0.1845189927901173,1,0.4133068017196568,0.17308684622806766,1,0.5944544372370657,0.374191835554013,1,0.47194200381509427,0.4555674989508256,0,0.0,0.0,0,0.0,0.0,1,0.53877587939132,0.6524257740476089,1,0.29352603312539344,0.6391084749581759,1,0.6667611465088991,0.7697373298606246,0,0.0,0.0,1,0.4919198226177341,0.8220211572891364,1,0.24744922242212156,0.8193991743568435,1,0.670867082346143,0.8415318784086717,0,0.0,0.0,1,0.4803628609607525,0.9284736552744556,1,0.22482697583563874,0.9305482414679779,1,0.6385424430432514,0.8944834916570215,1,0.3660093291914588,0.8952205264476495,0,0,1,0,0,0
1748,533.jpeg,0,0,1,0,0,0.06505772828980504,0.033307296410888185,0.7699472705157052,0.9350378050489864,1,0.6357831811359819,0.18389434924001868,1,0.5317341445559853,0.19104815564440505,1,0.6463031421590308,0.1482703254749021,1,0.4812494777734889,0.14312153044017314,1,0.5825143322781731,0.2517443780813628,1,0.6022728839233096,0.3695751699324051,0,0.0,0.0,0,0.0,0.0,1,0.716118657631194,0.6025094306932368,1,0.5188546984652395,0.6083313810525968,0,0.0,0.0,1,0.22320619076766032,0.716414301630206,1,0.7013242983501504,0.8173387276574481,1,0.5233520484750541,0.8495020748351614,1,0.37673195603234383,0.8497061841045906,1,0.17762910013403446,0.8690332887408643,1,0.7649447902050235,0.8932077209479476,1,0.5656888110498051,0.9446776300024924,1,0.5811792972850857,0.854092670336433,1,0.27338876591510836,0.899935922878107,0,0,1,0,0,0
1749,537.jpeg,0,0,1,0,0,0.09693561061945634,0.0815501005017303,0.6132711143935919,0.8393871199939945,1,0.5185322864925809,0.2835219882046396,1,0.4094931663412164,0.2837380348235704,1,0.5447187083526023,0.21261186401388696,1,0.35252685107081105,0.20180944829791833,1,0.48167110210011227,0.34067150983304023,1,0.4446097350960531,0.46590125584433617,0,0.0,0.0,0,0.0,0.0,1,0.5618772166940122,0.5698941162203046,1,0.23779296639388445,0.6366853915580659,0,0.0,0.0,0,0.0,0.0,1,0.5766842007646714,0.6693840016860253,1,0.21482030781779748,0.7875862536162531,0,0.0,0.0,1,0.4804108589433375,0.7563621788649009,1,0.5996719838998406,0.7664843710231461,1,0.2117656557089465,0.8735026500800002,1,0.6380335800701541,0.6298858200820494,1,0.5257997694843697,0.7724330791375134,0,0,1,0,0,0
1750,544.jpeg,0,0,1,0,0,0.3643840689906271,0.03403254871648037,0.6140234117434182,0.9647320373289533,1,0.4794819249037726,0.1299129638661047,0,0.0,0.0,1,0.5681236575985318,0.13343973814124438,0,0.0,0.0,1,0.38514080843369386,0.15852379537384576,1,0.49158997809681004,0.39989425143366597,0,0.0,0.0,1,0.663407245039399,0.3077705623224837,1,0.6997355056161396,0.6791586512935274,1,0.5342113826617334,0.7029882430411162,1,0.8620608715751936,0.7963254819151511,0,0.0,0.0,1,0.7183716231882085,0.9053849577182161,1,0.5214433816266971,0.8780564937420741,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1751,560.jpeg,0,0,1,0,0,0.0,0.03829889273509239,0.7762414867925884,0.8710484285843528,1,0.6394965230730304,0.2843753251449305,1,0.510982614078164,0.26904414492961914,1,0.7176063425106666,0.20323651675520307,1,0.4283158012743298,0.14726327153711224,1,0.5644819171598522,0.38578337379155364,1,0.5413447602853508,0.49680130944471235,0,0.0,0.0,0,0.0,0.0,1,0.6466477203150824,0.5642031442146281,1,0.40279460381178095,0.6147706597119372,0,0.0,0.0,1,0.20905993621112065,0.5103718774141527,1,0.654330203040276,0.7084792613275525,1,0.42046828851538504,0.7908343391681484,0,0.0,0.0,1,0.2809522038380909,0.68676297755228,1,0.6820022031297818,0.8154316240931688,1,0.39425015796970075,0.8989447512144563,1,0.7613068243748708,0.6745116650098507,1,0.2977174113818926,0.7910603156920917,0,0,1,0,0,0
1752,569.jpeg,0,0,1,0,0,0.19276992032201584,0.1400527602199204,0.5344119703093251,0.5513654097692737,1,0.6149018306885276,0.2968983682850155,1,0.48738970410364824,0.32564279921604433,1,0.6386442876211839,0.20309783798895462,1,0.3580034053875199,0.23266750082117227,1,0.5956151290210407,0.39686330130532277,1,0.5069653274700525,0.4386252557925164,0,0.0,0.0,0,0.0,0.0,1,0.578407106264445,0.4842346152476382,1,0.34353478139345417,0.5358573181329715,0,0.0,0.0,0,0.0,0.0,1,0.5730419293085779,0.5435455587450798,1,0.40896657910095235,0.6014454080107825,0,0.0,0.0,0,0.0,0.0,1,0.5957307484300535,0.57729078907943,1,0.43300900661835573,0.6506111504732132,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1753,573.jpeg,0,0,1,0,0,0.1519115173605951,0.059271811729081435,0.7575971421646651,0.8936282812011148,1,0.40775581331985855,0.35004853282399007,1,0.26884370261146245,0.30971387564941644,1,0.4651162042811495,0.29340903778990446,1,0.24586920416072494,0.2139782531039607,1,0.3234592572174998,0.3801925149134368,1,0.2808853640530499,0.5315104142215007,1,0.7125686708071679,0.8289554463703409,1,0.4416690208706013,0.49505615811867004,1,0.4813917083826042,0.6830193159143771,1,0.2906451011959262,0.6917685301314335,1,0.6043510090038725,0.8507376723525703,0,0.0,0.0,1,0.46772224529690903,0.8323410273764281,1,0.3341453673328243,0.8050349837214213,1,0.6930181000694011,0.9042772225534739,0,0.0,0.0,1,0.41123014508339895,0.9308911614330911,1,0.30537051618576355,0.8868798966834159,1,0.5408079477713916,0.9001724807688687,1,0.4980055645506984,0.862106823893427,0,0,1,0,0,0
1754,575.jpeg,0,0,1,0,0,0.3494959758860654,0.0,0.5878849409664807,0.9950846035472305,1,0.5070660734124145,0.13147687015272394,1,0.4135184870119396,0.12403677728940812,1,0.6353992002564844,0.147749756554669,0,0.0,0.0,1,0.3710074690037263,0.26705792575136944,1,0.48340870086253307,0.5849073401148941,0,0.0,0.0,0,0.0,0.0,1,0.6527481709854586,0.9635352086645971,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1755,578.jpeg,0,0,1,0,0,0.0741332659609546,0.007455791327665206,0.9208858449219199,0.9796268583912175,1,0.6416111878965663,0.18614507617568865,1,0.2894630883756073,0.14228756151252211,1,0.7983199548342319,0.2122021611936291,1,0.16298176774609874,0.15485279324101237,1,0.4436177944834472,0.3100836900656007,1,0.4170009612708679,0.5553352233331965,0,0.0,0.0,0,0.0,0.0,1,0.8200861305834642,0.627053880479724,1,0.22955278765217152,0.601601078443672,0,0.0,0.0,0,0.0,0.0,1,0.8281903155803504,0.750531720170214,1,0.17264556174804582,0.7579216285207084,0,0.0,0.0,0,0.0,0.0,1,0.7498357967642455,0.9401393872856229,1,0.12766605167441422,0.8922864071211195,0,0.0,0.0,1,0.10331647585876418,0.7643774904755326,0,0,1,0,0,0
1756,004.jpeg,1,0,0,0,0,0.08231099666115221,0.0,0.7861548590832845,0.9772920922343797,1,0.5953133137198778,0.3506831430174225,1,0.38105991509336,0.4395599996351927,1,0.6478040646081987,0.09018339817364017,1,0.15468448376490476,0.2130670158470654,1,0.5224393272910195,0.5257493059856403,1,0.53196725719995,0.7261857604714596,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1757,005.jpeg,1,0,0,0,0,0.20402854801193765,0.11498691831586567,0.5532106916246082,0.7452018152656359,1,0.3458724078761793,0.3539045460120514,1,0.27937512580351326,0.35555060737192673,1,0.4048767783671815,0.18185530884033882,1,0.24877352170654715,0.1920185959895866,1,0.3162981916582599,0.4234766794878361,1,0.3934122857065533,0.4105966142664236,1,0.7264273431843629,0.7353737786438392,1,0.5332499363053891,0.25774616056385535,1,0.5094697363069096,0.5358651634618544,1,0.4261586562079541,0.5375095322837766,1,0.6411850049026094,0.7178924126891102,0,0.0,0.0,1,0.4976681173370794,0.6847448789795384,1,0.4485770580035999,0.6789574644848257,1,0.5640657472551214,0.7854688614770495,0,0.0,0.0,1,0.46718506408621013,0.7896274966347745,1,0.43501984201094873,0.7715333859079108,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1758,006.jpeg,1,0,0,0,0,0.13120056335776886,0.0,0.8009052315291398,0.9955596267918141,1,0.7768472760868974,0.2633640474664321,1,0.5533247010185335,0.3095690676103754,1,0.7886099254378256,0.03371264678115754,1,0.385639403018678,0.11654732571534206,1,0.6657801670558435,0.32551077241512605,1,0.6968890368847838,0.49475339117700445,0,0.0,0.0,1,0.303662696746921,0.3347440709163952,1,0.747583674169001,0.7231719692481204,1,0.3888664768624842,0.6907610046897411,0,0.0,0.0,1,0.20225196606530252,0.6285976730645005,1,0.6632675880373665,0.8482486113853906,1,0.4291659536864554,0.8214885964494455,0,0.0,0.0,1,0.24012597273052622,0.7589518448124771,1,0.6489398120673914,0.9528353960105902,1,0.4338626888677749,0.9022010325345112,0,0.0,0.0,1,0.279361478420287,0.8474411742081173,0,0,1,0,0,0
1759,008.jpeg,1,0,0,0,0,0.015386754966491532,0.014205973517128571,0.9406552101562865,0.945338064793795,1,0.6483289243545128,0.22858925044185846,1,0.48606374807373437,0.22904297145417302,1,0.7745304725160436,0.07026829587268012,1,0.38848028112882066,0.08258847296384597,1,0.5667620391856263,0.2932956494874995,1,0.6484226667777899,0.37844046818280686,1,0.06249938817513195,0.8323261936874887,1,0.3209096795613144,0.4233640455004839,1,0.8501548719263926,0.6145738263036891,1,0.5999307391037217,0.654207320882398,0,0.0,0.0,1,0.3861015892512281,0.766779814893049,1,0.8447737070275543,0.7780414571321027,1,0.6792536439531964,0.7955226471522904,0,0.0,0.0,0,0.0,0.0,1,0.8745497447151193,0.8589155618175393,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
1760,013.jpeg,1,0,0,0,0,0.04405482603992672,0.15159163309685006,0.9467292807035034,0.798840779991048,1,0.38997609326706745,0.3952446818495715,1,0.2842227859213766,0.4250345771676827,1,0.3857588058417141,0.2344256886506479,1,0.2057360829050707,0.322691507752114,1,0.3415106693031039,0.4546232637000449,1,0.3455548162685455,0.5419485673213527,1,0.7845356765585121,0.6792202633942774,1,0.48237989596876796,0.22055264419241954,1,0.4110980935313792,0.5902629765567529,1,0.13397606787167754,0.6711616119367556,1,0.6067140634063816,0.6652677192851185,0,0.0,0.0,1,0.3852995701678132,0.7749983373569131,1,0.21398815694838247,0.8005214715036051,1,0.6294489554571038,0.8125063718598918,0,0.0,0.0,1,0.2807809992093365,0.8900928800878012,1,0.1755707529318077,0.8683710236114915,1,0.4885463952452401,0.857605607118276,0,0.0,0.0,0,0,1,0,0,0
1761,015.jpeg,1,0,0,0,0,0.2750989277187886,0.05834584542685497,0.46000886807010744,0.7829785553126032,1,0.565530707892139,0.23868338324101973,1,0.4584865264597005,0.22660019625387112,1,0.6511254971926602,0.1625023274038241,1,0.42112598433801524,0.12817625080329523,1,0.5024340585660769,0.2514470606484235,1,0.48805688028399535,0.365926303588098,0,0.0,0.0,0,0.0,0.0,1,0.5924328502002105,0.5289648124384048,1,0.3780762409957632,0.5169904646959181,0,0.0,0.0,0,0.0,0.0,1,0.5495741799019082,0.6926290478924668,1,0.4033458574852589,0.6899146858087004,0,0.0,0.0,0,0.0,0.0,1,0.5083420383379715,0.809379252764196,1,0.38223166390208474,0.79251320907981,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0
