,image,dog,bounds_x_before,bounds_x,bounds_y_before,bounds_y,bounds_width_before,bounds_width,bounds_height_before,bounds_height,L_eye_v,L_eye_x_before,L_eye_x,L_eye_y_before,L_eye_y,R_eye_v,R_eye_x_before,R_eye_x,R_eye_y_before,R_eye_y,L_ear_v,L_ear_x_before,L_ear_x,L_ear_y_before,L_ear_y,R_ear_v,R_ear_x_before,R_ear_x,R_ear_y_before,R_ear_y,Nose_v,Nose_x_before,Nose_x,Nose_y_before,Nose_y,Throat_v,Throat_x_before,Throat_x,Throat_y_before,Throat_y,Tail_v,Tail_x_before,Tail_x,Tail_y_before,Tail_y,withers_v,withers_x_before,withers_x,withers_y_before,withers_y,L_F_elbow_v,L_F_elbow_x_before,L_F_elbow_x,L_F_elbow_y_before,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x_before,R_F_elbow_x,R_F_elbow_y_before,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x_before,L_B_elbow_x,L_B_elbow_y_before,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x_before,R_B_elbow_x,R_B_elbow_y_before,R_B_elbow_y,L_F_knee_v,L_F_knee_x_before,L_F_knee_x,L_F_knee_y_before,L_F_knee_y,R_F_knee_v,R_F_knee_x_before,R_F_knee_x,R_F_knee_y_before,R_F_knee_y,L_B_knee_v,L_B_knee_x_before,L_B_knee_x,L_B_knee_y_before,L_B_knee_y,R_B_knee_v,R_B_knee_x_before,R_B_knee_x,R_B_knee_y_before,R_B_knee_y,L_F_paw_v,L_F_paw_x_before,L_F_paw_x,L_F_paw_y_before,L_F_paw_y,R_F_paw_v,R_F_paw_x_before,R_F_paw_x,R_F_paw_y_before,R_F_paw_y,L_B_paw_v,L_B_paw_x_before,L_B_paw_x,L_B_paw_y_before,L_B_paw_y,R_B_paw_v,R_B_paw_x_before,R_B_paw_x,R_B_paw_y_before,R_B_paw_y,height,width
1754,575.jpeg,1,0.349495976,105,0,0,0.587884941,176,0.995084604,168,1,0.507066073,152,0.13147687,22,1,0.413518487,124,0.124036777,21,1,0.6353992,191,0.147749757,25,0,0,0,0,0,1,0.371007469,111,0.267057926,45,1,0.483408701,145,0.58490734,99,0,0,0,0,0,0,0,0,0,0,1,0.652748171,196,0.963535209,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,300
1755,578.jpeg,1,0.074133266,15,0.007455791,2,0.920885845,188,0.979626858,294,1,0.641611188,131,0.186145076,56,1,0.289463088,59,0.142287562,43,1,0.798319955,163,0.212202161,64,1,0.162981768,33,0.154852793,46,1,0.443617794,90,0.31008369,93,1,0.417000961,85,0.555335223,167,0,0,0,0,0,0,0,0,0,0,1,0.820086131,167,0.62705388,188,1,0.229552788,47,0.601601078,180,0,0,0,0,0,0,0,0,0,0,1,0.828190316,169,0.75053172,225,1,0.172645562,35,0.757921629,227,0,0,0,0,0,0,0,0,0,0,1,0.749835797,153,0.940139387,282,1,0.127666052,26,0.892286407,268,0,0,0,0,0,1,0.103316476,21,0.76437749,229,300,204
1798,379.jpeg,1,0.210089793,63,0,0,0.434387632,130,0.985658239,222,1,0.480002691,144,0.290807908,65,1,0.359406874,108,0.291567911,66,1,0.527674974,158,0.100376558,23,1,0.293948175,88,0.119721032,27,1,0.414431487,124,0.404406738,91,1,0.406049992,122,0.539596129,121,0,0,0,0,0,0,0,0,0,0,1,0.512090551,154,0.582059788,131,1,0.349103798,105,0.573614415,129,0,0,0,0,0,0,0,0,0,0,1,0.467733618,140,0.620546197,140,1,0.306493905,92,0.625442949,141,0,0,0,0,0,0,0,0,0,0,1,0.404692295,121,0.671001016,151,1,0.256329713,77,0.696586451,157,0,0,0,0,0,0,0,0,0,0,225,300
1799,383.jpeg,1,0.103695608,23,0.314833663,94,0.796898729,179,0.551350127,165,1,0.208414544,47,0.467667463,140,0,0,0,0,0,1,0.336844999,75,0.428521061,129,0,0,0,0,0,1,0.117924136,26,0.496343924,149,1,0.358717017,80,0.534549155,160,1,0.872268789,195,0.673524717,202,1,0.511798624,115,0.417278451,125,1,0.453215786,102,0.570138079,171,0,0,0,0,0,1,0.714280975,160,0.651999596,196,0,0,0,0,0,1,0.320918337,72,0.57315239,172,0,0,0,0,0,1,0.642899147,144,0.800758982,240,0,0,0,0,0,1,0.269244831,60,0.63198265,190,1,0.286024755,64,0.713624497,214,1,0.521347465,117,0.844403966,253,0,0,0,0,0,300,224
1800,386.jpeg,1,0.056617521,17,0.06941401,14,0.541648086,162,0.892688712,179,1,0.444131312,133,0.293803397,59,1,0.343408846,103,0.302493739,60,1,0.515074145,155,0.147893531,30,1,0.290212017,87,0.16688167,33,1,0.400830886,120,0.381227942,76,1,0.41245305,124,0.572807308,115,0,0,0,0,0,0,0,0,0,0,1,0.457133717,137,0.643270762,129,1,0.339099806,102,0.649162132,130,0,0,0,0,0,0,0,0,0,0,1,0.471949833,142,0.816288713,163,1,0.352981099,106,0.81784406,164,0,0,0,0,0,0,0,0,0,0,1,0.476657596,143,0.894959164,179,1,0.381154985,114,0.895599127,179,0,0,0,0,0,0,0,0,0,0,200,300
1801,396.jpeg,1,0.077727418,23,0.052244955,16,0.844710324,253,0.93388133,280,1,0.659548991,198,0.333341667,100,1,0.779304836,234,0.209342336,63,1,0.780369563,234,0.210638973,63,1,0.339072661,102,0.212337947,64,1,0.54019707,162,0.52022951,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.684144463,205,0.624050935,187,1,0.276771703,83,0.477187263,143,0,0,0,0,0,0,0,0,0,0,1,0.557880013,167,0.777183211,233,1,0.266360713,80,0.635816229,191,0,0,0,0,0,0,0,0,0,0,1,0.555152845,167,0.885676474,266,1,0.198532419,60,0.703084755,211,0,0,0,0,0,0,0,0,0,0,300,300
1802,397.jpeg,1,0.129503206,29,0.020133401,6,0.809187013,182,0.980066729,294,1,0.55908269,126,0.251874471,76,1,0.338558713,76,0.239005755,72,1,0.728909113,164,0.14857156,45,1,0.200638453,45,0.14441936,43,1,0.418695168,94,0.393761664,118,1,0.463866858,104,0.525501245,158,0,0,0,0,0,0,0,0,0,0,1,0.787540935,177,0.637691863,191,1,0.239516803,54,0.646803401,194,1,0.897162328,202,0.672166974,202,0,0,0,0,0,1,0.647970112,146,0.864706215,259,1,0.364127326,82,0.84296117,253,0,0,0,0,0,0,0,0,0,0,1,0.648417089,146,0.972044947,292,1,0.40557979,91,0.950830379,285,1,0.767694639,173,0.877324014,263,0,0,0,0,0,300,225
1803,402.jpeg,1,0.143415183,33,0.061121813,18,0.673566384,154,0.913498282,274,1,0.529763398,121,0.309035384,93,1,0.611647932,140,0.249790031,75,1,0.611755002,140,0.251555881,75,1,0.304978367,70,0.209526778,63,1,0.417537284,96,0.367382129,110,1,0.430887476,99,0.56206723,169,0,0,0,0,0,0,0,0,0,0,1,0.619399153,142,0.771412572,231,1,0.268544252,61,0.73662212,221,1,0.711686337,163,0.838313967,251,1,0.453191594,104,0.86495775,259,1,0.576209019,132,0.863081807,259,1,0.26716695,61,0.873865695,262,1,0.750841024,172,0.922910488,277,1,0.488035249,112,0.918073273,275,1,0.606680515,139,0.937361445,281,1,0.235636814,54,0.9387499,282,1,0.657902855,151,0.919931415,276,1,0.436393748,100,0.930679152,279,300,229
1804,405.jpeg,1,0.344019182,103,0,0,0.586476693,176,0.904151544,259,1,0.660855795,198,0.247557695,71,1,0.541798662,163,0.280771806,81,1,0.732905713,220,0.044227379,13,1,0.463127317,139,0.130067121,37,1,0.589010321,177,0.331563903,95,1,0.676941353,203,0.487443321,140,0,0,0,0,0,0,0,0,0,0,1,0.800201347,240,0.620524514,178,1,0.566522016,170,0.672950543,193,0,0,0,0,0,0,0,0,0,0,1,0.806876881,242,0.683410012,196,1,0.615636195,185,0.798872962,229,0,0,0,0,0,0,0,0,0,0,1,0.887008104,266,0.678965665,195,1,0.640850784,192,0.876278554,251,0,0,0,0,0,0,0,0,0,0,287,300
1805,406.jpeg,1,0.044294219,13,0.047332092,14,0.76623401,230,0.92676387,278,0,0,0,0,0,1,0.641631574,192,0.105411423,32,1,0.522301478,157,0.115949138,35,1,0.503274808,151,0.225232634,68,1,0.697394817,209,0.080219085,24,1,0.663232808,199,0.390394353,117,1,0.055932101,17,0.641227604,192,1,0.440769746,132,0.32501038,98,0,0,0,0,0,1,0.530328475,159,0.650730091,195,0,0,0,0,0,0,0,0,0,0,1,0.608013129,182,0.750685419,225,1,0.522738461,157,0.837712154,251,0,0,0,0,0,1,0.135694799,41,0.814615932,244,1,0.640623703,192,0.829469584,249,1,0.553317994,166,0.917063,275,1,0.32635179,98,0.749774312,225,1,0.235375537,71,0.850180505,255,300,300
1806,430.jpeg,1,0.217446754,65,0.060598637,16,0.525317286,158,0.884211011,234,1,0.331861566,100,0.21305252,56,0,0,0,0,0,1,0.444130289,133,0.202791901,54,0,0,0,0,0,1,0.229155995,69,0.263777386,70,1,0.382664834,115,0.441170841,117,0,0,0,0,0,0,0,0,0,0,1,0.557753283,167,0.653806992,173,1,0.360278198,108,0.634639329,168,0,0,0,0,0,0,0,0,0,0,1,0.54612488,164,0.800643495,212,1,0.357908769,107,0.78125606,207,1,0.678376777,204,0.803756961,213,1,0.455146965,137,0.804458447,213,1,0.584981821,175,0.901141875,239,1,0.366760029,110,0.886425849,235,1,0.719972572,216,0.901604286,239,0,0,0,0,0,265,300
1807,432.jpeg,1,0.082653899,25,0.043064742,10,0.874474111,262,0.879283433,198,1,0.201165896,60,0.190043781,43,0,0,0,0,0,1,0.326646746,98,0.154966443,35,0,0,0,0,0,1,0.103649972,31,0.268907749,61,1,0.286756437,86,0.430155609,97,1,0.813942083,244,0.748594843,168,1,0.465510685,140,0.413308907,93,1,0.3746098,112,0.618806409,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.382840551,115,0.777720584,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.346433524,104,0.866608136,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
1808,443.jpeg,1,0.038045309,9,0.229368914,69,0.862655937,194,0.552554823,166,1,0.228333206,51,0.303220816,91,0,0,0,0,0,1,0.35484506,80,0.347069414,104,0,0,0,0,0,1,0.099055029,22,0.31468113,94,0,0,0,0,0,0,0,0,0,0,1,0.506458729,114,0.356363821,107,1,0.452181419,102,0.502857036,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.392302882,88,0.566737761,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28233646,64,0.664261498,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,225
1809,455.jpeg,1,0.25526909,75,0.087404625,26,0.531326902,156,0.74751854,224,1,0.414333305,121,0.213252772,64,1,0.31594541,93,0.214048176,64,1,0.522690531,153,0.161168322,48,1,0.32709234,96,0.142348349,43,1,0.338843884,99,0.329386737,99,1,0.539287605,158,0.419752771,126,0,0,0,0,0,0,0,0,0,0,1,0.613924067,180,0.458544286,138,1,0.434998936,127,0.515511667,155,0,0,0,0,0,1,0.321237858,94,0.452416939,136,1,0.664012945,195,0.58843673,177,1,0.483818398,142,0.655806955,197,0,0,0,0,0,1,0.322668595,95,0.570290761,171,1,0.698101862,205,0.679565958,204,1,0.478233427,140,0.75462957,226,0,0,0,0,0,1,0.356329267,104,0.658569349,198,300,293
1810,458.jpeg,1,0.136605118,41,0.064393863,19,0.631548258,189,0.926582145,278,1,0.638835508,192,0.271849153,82,1,0.493221262,148,0.269819508,81,1,0.677226805,203,0.163929353,49,1,0.450635897,135,0.20463463,61,1,0.579283554,174,0.370020111,111,1,0.576214105,173,0.529885999,159,0,0,0,0,0,0,0,0,0,0,1,0.645003021,194,0.70665596,212,1,0.407305629,122,0.681471745,204,0,0,0,0,0,0,0,0,0,0,1,0.636235764,191,0.913371412,274,1,0.387203969,116,0.87676484,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
1811,463.jpeg,1,0.11730767,35,0.104701162,31,0.799677682,240,0.820863981,246,1,0.509872459,153,0.389343207,117,1,0.373412257,112,0.409834282,123,1,0.568106139,170,0.220009382,66,1,0.225183461,68,0.232811193,70,1,0.465051177,140,0.495889106,149,1,0.391451115,117,0.596844422,179,0,0,0,0,0,0,0,0,0,0,1,0.47634904,143,0.680600295,204,1,0.211036328,63,0.654176353,196,0,0,0,0,0,0,0,0,0,0,1,0.479305935,144,0.807012018,242,1,0.217474252,65,0.755720379,227,0,0,0,0,0,0,0,0,0,0,1,0.460789468,138,0.890887215,267,1,0.217869601,65,0.84603099,254,1,0.635159495,191,0.824097481,247,0,0,0,0,0,300,300
1812,465.jpeg,1,0.308271717,92,0.083403502,17,0.452745909,136,0.914034737,185,1,0.580102114,174,0.208576691,42,0,0,0,0,0,1,0.670197002,201,0.192291225,39,0,0,0,0,0,1,0.481651567,144,0.173075867,35,1,0.526546419,158,0.499876329,101,0,0,0,0,0,0,0,0,0,0,1,0.704456449,211,0.708773464,143,1,0.41450909,124,0.62444256,126,0,0,0,0,0,0,0,0,0,0,1,0.668054005,200,0.851812531,172,1,0.428896364,129,0.826355764,167,0,0,0,0,0,0,0,0,0,0,1,0.671148358,201,0.927051229,187,1,0.397280575,119,0.926096723,187,0,0,0,0,0,0,0,0,0,0,202,300
1813,473.jpeg,1,0.074692598,15,0.075285108,23,0.796793062,160,0.8930826,268,1,0.689020906,138,0.216715307,65,1,0.567827006,114,0.217607085,65,1,0.725389087,146,0.168658829,51,1,0.526059497,106,0.179058853,54,1,0.601338953,121,0.268490412,81,1,0.657053108,132,0.42867068,129,0,0,0,0,0,0,0,0,0,0,1,0.690156643,139,0.576284353,173,1,0.553830745,111,0.622317386,187,1,0.509711851,102,0.773979283,232,1,0.29642324,60,0.733851371,220,0,0,0,0,0,1,0.683845902,137,0.863323743,259,0,0,0,0,0,1,0.122789732,25,0.861673104,259,1,0.622860093,125,0.886805903,266,1,0.79901437,161,0.946916377,284,1,0.5296675,106,0.841579465,252,1,0.278802272,56,0.89726523,269,300,201
1814,477.jpeg,1,0.304541649,91,0.093220721,21,0.476141798,143,0.638330219,142,0,0,0,0,0,1,0.659266147,198,0.377788149,84,1,0.734143037,220,0.147881099,33,1,0.590629901,177,0.228805243,51,1,0.720381322,216,0.435311222,97,1,0.629873734,189,0.47023133,105,0,0,0,0,0,0,0,0,0,0,1,0.667388662,200,0.506376493,113,1,0.459706832,138,0.476761819,106,0,0,0,0,0,0,0,0,0,0,1,0.64179394,193,0.605970874,135,1,0.512509986,154,0.61397178,137,0,0,0,0,0,0,0,0,0,0,1,0.695153518,209,0.67644064,151,1,0.515033853,155,0.68923517,154,0,0,0,0,0,1,0.386184688,116,0.569125553,127,223,300
1815,483.jpeg,1,0.107439467,32,0.173841109,49,0.880622536,264,0.648171204,183,1,0.321428019,96,0.239007218,68,0,0,0,0,0,1,0.367672246,110,0.297741009,84,0,0,0,0,0,1,0.24675941,74,0.198687971,56,1,0.232234974,70,0.410679449,116,1,0.707297904,212,0.701979173,199,1,0.439323334,132,0.4642711,131,1,0.332312985,100,0.63571353,180,0,0,0,0,0,1,0.588487964,177,0.723213115,205,0,0,0,0,0,1,0.198442145,60,0.714051505,202,1,0.252108567,76,0.738213127,209,1,0.607094379,182,0.804508178,228,0,0,0,0,0,1,0.148238004,44,0.793576779,225,1,0.19282023,58,0.792168254,224,1,0.513004551,154,0.813650347,230,0,0,0,0,0,283,300
1816,491.jpeg,1,0.313976587,94,0,0,0.380465136,114,0.959103107,192,1,0.558468204,168,0.188263019,38,1,0.452135231,136,0.184326562,37,1,0.579957488,174,0.083836057,17,1,0.426495626,128,0.086512322,17,1,0.49917746,150,0.316541442,63,1,0.494675249,148,0.445456193,89,0,0,0,0,0,0,0,0,0,0,1,0.594450313,178,0.633933154,127,1,0.400562697,120,0.64354584,129,1,0.65384317,196,0.61417734,123,0,0,0,0,0,1,0.566271534,170,0.825799945,165,1,0.447574795,134,0.835553326,167,1,0.663996499,199,0.723893386,145,0,0,0,0,0,1,0.567076125,170,0.942724092,189,1,0.478472868,144,0.926063218,185,1,0.652463049,196,0.859092801,172,1,0.365602091,110,0.806736551,161,200,300
1817,503.jpeg,1,0.180024841,54,0.01738929,4,0.810131483,243,0.976700974,220,1,0.608011144,182,0.371551925,84,1,0.335942573,101,0.241681661,54,1,0.795808875,239,0.297754638,67,1,0.365910491,110,0.102936577,23,1,0.343512728,103,0.453493746,102,1,0.466816957,140,0.920716459,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
1818,505.jpeg,1,0.030844262,9,0.064921288,19,0.844631993,250,0.913652466,274,1,0.733655538,217,0.196463975,59,1,0.549433114,163,0.203301261,61,1,0.755860127,224,0.13699888,41,1,0.499932756,148,0.14357944,43,1,0.64376916,191,0.299016315,90,1,0.616467604,182,0.464635315,139,0,0,0,0,0,1,0.424217916,126,0.357282232,107,1,0.620044976,184,0.703096118,211,1,0.348384551,103,0.67738928,203,0,0,0,0,0,0,0,0,0,0,1,0.522197081,155,0.847240779,254,1,0.305214416,90,0.825642922,248,0,0,0,0,0,0,0,0,0,0,1,0.549415147,163,0.925313114,278,1,0.285554701,85,0.935250604,281,0,0,0,0,0,1,0.438869407,130,0.94278554,283,300,296
1819,507.jpeg,1,0.014088321,3,0.014058975,4,0.88594262,216,0.979548022,294,1,0.727423563,177,0.110062716,33,1,0.580959396,142,0.099693393,30,1,0.811633116,198,0.091439022,27,1,0.5204207,127,0.074979636,22,1,0.650086407,159,0.151150943,45,1,0.648450256,158,0.339210733,102,1,0.243641469,59,0.601149583,180,0,0,0,0,0,1,0.707755161,173,0.710521595,213,1,0.456791802,111,0.725111623,218,0,0,0,0,0,1,0.318558957,78,0.744120271,223,1,0.687967448,168,0.859793346,258,1,0.409204474,100,0.911509921,273,0,0,0,0,0,1,0.189203227,46,0.794642097,238,1,0.791974433,193,0.970508501,291,0,0,0,0,0,0,0,0,0,0,1,0.269951783,66,0.887211688,266,300,244
1820,508.jpeg,1,0.08372958,25,0.099833809,25,0.592003145,178,0.796093896,200,1,0.647251527,194,0.363726869,91,1,0.505922091,152,0.395888767,99,1,0.625645265,188,0.240877585,60,1,0.421150695,126,0.299129482,75,1,0.606590396,182,0.458515243,115,1,0.519226066,156,0.595479151,149,0,0,0,0,0,0,0,0,0,0,1,0.568588807,171,0.688166662,173,1,0.382737045,115,0.681120262,171,0,0,0,0,0,0,0,0,0,0,1,0.54077156,162,0.799818654,201,1,0.412088464,124,0.808625549,203,0,0,0,0,0,0,0,0,0,0,1,0.582053357,175,0.858807163,216,1,0.450330589,135,0.865047209,217,0,0,0,0,0,0,0,0,0,0,251,300
1821,510.jpeg,1,0.114339165,32,0.059922565,18,0.705453226,200,0.925447354,278,1,0.625574937,178,0.18357703,55,1,0.477444159,136,0.210749896,63,1,0.626055584,178,0.114195581,34,1,0.41796206,119,0.174850917,52,1,0.562948746,160,0.288508629,87,1,0.6034482,171,0.422058635,127,0,0,0,0,0,0,0,0,0,0,1,0.727322567,207,0.722531459,217,1,0.457321602,130,0.67173589,202,0,0,0,0,0,1,0.268443822,76,0.851655789,255,1,0.697339574,198,0.84681866,254,1,0.507599049,144,0.828654259,249,0,0,0,0,0,1,0.210334155,60,0.939936322,282,1,0.691243878,196,0.943228484,283,1,0.541936198,154,0.955148117,287,1,0.611639042,174,0.938644641,282,1,0.298809581,85,0.957082067,287,300,284
1822,520.jpeg,1,0.069946084,21,0.036273796,9,0.886679688,266,0.952947468,244,1,0.564285477,169,0.21131173,54,1,0.398611705,120,0.213995752,55,1,0.644677949,193,0.229628795,59,1,0.262490465,79,0.209236129,54,1,0.494349715,148,0.283140769,72,1,0.507310542,152,0.605924938,155,0,0,0,0,0,0,0,0,0,0,1,0.685436241,206,0.752971812,193,1,0.25630895,77,0.824815852,211,0,0,0,0,0,0,0,0,0,0,1,0.742479679,223,0.863341976,221,1,0.386963159,116,0.842985237,216,0,0,0,0,0,0,0,0,0,0,1,0.882104718,265,0.947699453,243,1,0.44604086,134,0.941892949,241,0,0,0,0,0,0,0,0,0,0,256,300
1823,524.jpeg,1,0.118357454,30,0.066654139,20,0.831669064,209,0.907261561,272,1,0.667887042,168,0.431175898,129,1,0.47285305,119,0.444306901,133,1,0.660990338,166,0.220557376,66,1,0.320880111,81,0.258519548,78,1,0.595737974,150,0.501146753,150,1,0.403616556,101,0.613888104,184,0,0,0,0,0,0,0,0,0,0,1,0.656371624,165,0.74390223,223,1,0.174587762,44,0.679934376,204,0,0,0,0,0,0,0,0,0,0,1,0.634642611,159,0.810289037,243,1,0.206611135,52,0.772432882,232,0,0,0,0,0,0,0,0,0,0,1,0.630112593,158,0.91117666,273,1,0.248047686,62,0.875677539,263,1,0.844696514,212,0.842478692,253,0,0,0,0,0,300,251
1824,526.jpeg,1,0.128967997,36,0.093884812,28,0.651784937,180,0.847530432,254,1,0.653766896,180,0.24083076,72,1,0.497775037,137,0.236494131,71,1,0.68776356,190,0.151511843,45,1,0.433296357,120,0.168537686,51,1,0.571045543,158,0.30842782,93,1,0.57114178,158,0.430754058,129,0,0,0,0,0,0,0,0,0,0,1,0.605183988,167,0.695799279,209,1,0.441856628,122,0.657109329,197,0,0,0,0,0,0,0,0,0,0,1,0.549737983,152,0.815971737,245,1,0.468643429,129,0.820380757,246,0,0,0,0,0,0,0,0,0,0,1,0.596708114,165,0.887055718,266,1,0.509342493,141,0.901166004,270,1,0.39994409,110,0.865232512,260,1,0.202657191,56,0.876405983,263,300,276
1825,527.jpeg,1,0.083960712,25,0.029210145,8,0.50650403,152,0.870876618,238,1,0.349477177,105,0.208045904,57,1,0.229830085,69,0.169388187,46,1,0.420131546,126,0.205474923,56,1,0.171792289,52,0.140812447,38,1,0.238598951,72,0.309033357,84,1,0.287025966,86,0.447515639,122,0,0,0,0,0,0,0,0,0,0,1,0.439814685,132,0.575429202,157,1,0.173453069,52,0.559557514,153,0,0,0,0,0,0,0,0,0,0,1,0.491994479,148,0.709386713,194,1,0.194965663,58,0.743319595,203,0,0,0,0,0,0,0,0,0,0,1,0.545374842,164,0.807305894,220,1,0.181825679,55,0.845971532,231,1,0.407026561,122,0.716843966,196,0,0,0,0,0,273,300
1826,530.jpeg,1,0.150193366,45,0.111508985,30,0.573990657,172,0.858567306,228,1,0.623279196,187,0.286807232,76,1,0.506239358,152,0.263819541,70,1,0.619451491,186,0.184857066,49,1,0.413230546,124,0.172349424,46,1,0.593884661,178,0.373397609,99,1,0.471017935,141,0.455363263,121,0,0,0,0,0,0,0,0,0,0,1,0.539102443,162,0.651854808,173,1,0.293423996,88,0.638361904,169,1,0.666550748,200,0.770464633,204,0,0,0,0,0,1,0.492583043,148,0.821697243,218,1,0.246524424,74,0.818648449,217,1,0.671528006,201,0.841794136,223,0,0,0,0,0,1,0.480413148,144,0.929009818,246,1,0.224542176,67,0.931010989,247,1,0.638827765,192,0.893634489,237,1,0.365606595,110,0.895861054,237,265,300
1827,533.jpeg,1,0.065683348,12,0.034253032,10,0.770427434,138,0.934562986,280,1,0.635050237,114,0.184617669,55,1,0.531197061,95,0.190605451,57,1,0.646320521,116,0.148698974,45,1,0.480302021,86,0.142475447,43,1,0.583245583,104,0.25220489,76,1,0.603041438,108,0.369187043,111,0,0,0,0,0,0,0,0,0,0,1,0.716739002,128,0.603144875,181,1,0.518247297,93,0.609163346,183,0,0,0,0,0,1,0.222739809,40,0.716813172,215,1,0.701332902,126,0.816833787,245,1,0.524135043,94,0.849264413,255,1,0.376702448,67,0.850142031,255,1,0.177288391,32,0.869906963,261,1,0.764850409,137,0.893396687,268,1,0.565734126,101,0.944141645,283,1,0.580805307,104,0.85503422,257,1,0.272424702,49,0.899635578,270,300,179
1828,537.jpeg,1,0.096590035,26,0.08240081,25,0.61379887,166,0.838670086,252,1,0.51909948,140,0.284430376,85,1,0.410444177,111,0.282950618,85,1,0.544217815,147,0.212734941,64,1,0.352052778,95,0.200915334,60,1,0.481153228,130,0.34082101,102,1,0.443972533,120,0.46513797,140,0,0,0,0,0,0,0,0,0,0,1,0.562277862,152,0.570157121,171,1,0.23762147,64,0.637612597,191,0,0,0,0,0,0,0,0,0,0,1,0.576594544,156,0.668487733,201,1,0.2154984,58,0.787133339,236,0,0,0,0,0,1,0.481283078,130,0.756694863,227,1,0.599525698,162,0.76689858,230,1,0.212346799,57,0.872560002,262,1,0.637695234,172,0.629545687,189,1,0.525774812,142,0.771784803,232,300,270
1829,544.jpeg,1,0.363814187,109,0.034943766,6,0.614766555,184,0.964017357,166,1,0.47934183,144,0.130317212,22,0,0,0,0,0,1,0.567685537,170,0.133644846,23,0,0,0,0,0,1,0.384333056,115,0.159415486,27,1,0.49168729,148,0.400881687,69,0,0,0,0,0,1,0.663900957,199,0.30679021,53,1,0.699281145,210,0.678182385,117,1,0.534050284,160,0.703138547,121,1,0.862238479,259,0.796310816,137,0,0,0,0,0,1,0.718935894,216,0.905701407,156,1,0.522179986,157,0.878295915,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,300
1830,560.jpeg,1,0,0,0.037774378,10,0.776820865,233,0.870451748,230,1,0.639704683,192,0.28526735,75,1,0.511765189,154,0.270026448,71,1,0.718079031,215,0.203406252,54,1,0.429295927,129,0.146831474,39,1,0.56545992,170,0.386228234,102,1,0.54093655,162,0.496808688,131,0,0,0,0,0,0,0,0,0,0,1,0.647455718,194,0.563455404,149,1,0.402814584,121,0.615017837,162,0,0,0,0,0,1,0.208638115,63,0.510833965,135,1,0.654333492,196,0.708162422,187,1,0.41989876,126,0.791608886,209,0,0,0,0,0,1,0.280314332,84,0.686606694,181,1,0.681066393,204,0.815407635,215,1,0.393879347,118,0.898637759,237,1,0.761420298,228,0.675213647,178,1,0.298286867,89,0.790591914,209,264,300
1831,569.jpeg,1,0.19281881,43,0.140795235,42,0.534965292,120,0.550792257,165,1,0.615046861,138,0.297093444,89,1,0.486599343,109,0.325607572,98,1,0.638178406,144,0.203574176,61,1,0.358866385,81,0.232514561,70,1,0.59644822,134,0.397488813,119,1,0.507075004,114,0.438084952,131,0,0,0,0,0,0,0,0,0,0,1,0.579055386,130,0.484848421,145,1,0.34315808,77,0.534885572,160,0,0,0,0,0,0,0,0,0,0,1,0.573671948,129,0.543314466,163,1,0.408126795,92,0.601658877,180,0,0,0,0,0,0,0,0,0,0,1,0.596534286,134,0.577454574,173,1,0.432709113,97,0.650771876,195,0,0,0,0,0,0,0,0,0,0,300,225
1832,573.jpeg,1,0.15098327,44,0.059329342,18,0.757765888,221,0.894085243,268,1,0.407726031,119,0.349706804,105,1,0.269812367,79,0.308785287,93,1,0.465601328,135,0.292734131,88,1,0.245397102,71,0.213849446,64,1,0.323149007,94,0.380508158,114,1,0.281289174,82,0.531007794,159,1,0.713501119,208,0.829131656,249,1,0.44217464,129,0.494717978,148,1,0.481569102,140,0.68317142,205,1,0.291190328,85,0.69136197,207,1,0.603484424,176,0.851400535,255,0,0,0,0,0,1,0.467209731,136,0.832308909,250,1,0.33455706,97,0.804194318,241,1,0.69374505,202,0.90419086,271,0,0,0,0,0,1,0.411948294,120,0.931461571,279,1,0.305670087,89,0.886556423,266,1,0.541668524,158,0.899673804,270,1,0.498969673,145,0.862887528,259,300,291
